,acronym,graph_id,graph_order,id,name,structure_id_path,structure_set_ids,rgb_triplet
942,VCO,1,942,101,Ventral cochlear nucleus,"[997, 8, 343, 1065, 354, 386, 607, 101]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 167587189, 114512891]","[255, 165, 210]"
943,DCN,1,943,720,Dorsal column nuclei,"[997, 8, 343, 1065, 354, 386, 720]","[112905828, 691663206, 12, 184527634, 114512891]","[255, 165, 210]"
944,CU,1,944,711,Cuneate nucleus,"[997, 8, 343, 1065, 354, 386, 720, 711]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 167587189]","[255, 165, 210]"
945,GR,1,945,1039,Gracile nucleus,"[997, 8, 343, 1065, 354, 386, 720, 1039]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 167587189, 114512891]","[255, 165, 210]"
946,ECU,1,946,903,External cuneate nucleus,"[997, 8, 343, 1065, 354, 386, 903]","[691663206, 687527945, 12, 688152367, 184527634, 167587189]","[255, 165, 210]"
947,NTB,1,947,642,Nucleus of the trapezoid body,"[997, 8, 343, 1065, 354, 386, 642]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 167587189, 114512891]","[255, 165, 210]"
948,NTS,1,948,651,Nucleus of the solitary tract,"[997, 8, 343, 1065, 354, 386, 651]","[112905828, 691663206, 687527945, 10, 12, 688152367, 184527634, 167587189, 114512891]","[255, 165, 210]"
949,NTSce,1,949,659,"Nucleus of the solitary tract, central part","[997, 8, 343, 1065, 354, 386, 651, 659]",[],"[255, 165, 210]"
950,NTSco,1,950,666,"Nucleus of the solitary tract, commissural part","[997, 8, 343, 1065, 354, 386, 651, 666]",[12],"[255, 165, 210]"
951,NTSge,1,951,674,"Nucleus of the solitary tract, gelatinous part","[997, 8, 343, 1065, 354, 386, 651, 674]",[12],"[255, 165, 210]"
952,NTSl,1,952,682,"Nucleus of the solitary tract, lateral part","[997, 8, 343, 1065, 354, 386, 651, 682]",[12],"[255, 165, 210]"
953,NTSm,1,953,691,"Nucleus of the solitary tract, medial part","[997, 8, 343, 1065, 354, 386, 651, 691]",[12],"[255, 165, 210]"
954,SPVC,1,954,429,"Spinal nucleus of the trigeminal, caudal part","[997, 8, 343, 1065, 354, 386, 429]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 167587189, 114512891]","[255, 165, 210]"
955,SPVI,1,955,437,"Spinal nucleus of the trigeminal, interpolar part","[997, 8, 343, 1065, 354, 386, 437]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 167587189, 114512891]","[255, 165, 210]"
956,SPVO,1,956,445,"Spinal nucleus of the trigeminal, oral part","[997, 8, 343, 1065, 354, 386, 445]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 167587189, 114512891]","[255, 165, 210]"
957,SPVOcdm,1,957,77,"Spinal nucleus of the trigeminal, oral part, caudal dorsomedial part","[997, 8, 343, 1065, 354, 386, 445, 77]",[12],"[255, 165, 210]"
958,SPVOmdmd,1,958,53,"Spinal nucleus of the trigeminal, oral part, middle dorsomedial part, dorsal zone","[997, 8, 343, 1065, 354, 386, 445, 53]",[12],"[255, 165, 210]"
959,SPVOmdmv,1,959,61,"Spinal nucleus of the trigeminal, oral part, middle dorsomedial part, ventral zone","[997, 8, 343, 1065, 354, 386, 445, 61]",[12],"[255, 165, 210]"
960,SPVOrdm,1,960,45,"Spinal nucleus of the trigeminal, oral part, rostral dorsomedial part","[997, 8, 343, 1065, 354, 386, 445, 45]",[12],"[255, 165, 210]"
961,SPVOvl,1,961,69,"Spinal nucleus of the trigeminal, oral part, ventrolateral part","[997, 8, 343, 1065, 354, 386, 445, 69]",[12],"[255, 165, 210]"
962,Pa5,1,962,589508451,Paratrigeminal nucleus,"[997, 8, 343, 1065, 354, 386, 589508451]","[112905828, 691663206, 688152367, 184527634, 167587189]","[255, 165, 210]"
963,z,1,963,789,Nucleus z,"[997, 8, 343, 1065, 354, 386, 789]",[],"[255, 165, 210]"
964,MY-mot,1,964,370,"Medulla, motor related","[997, 8, 343, 1065, 354, 370]","[3, 112905828, 691663206, 12, 184527634, 112905813, 114512891, 114512892]","[255, 179, 217]"
965,VI,1,965,653,Abducens nucleus,"[997, 8, 343, 1065, 354, 370, 653]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 167587189, 114512891]","[255, 179, 217]"
966,ACVI,1,966,568,Accessory abducens nucleus,"[997, 8, 343, 1065, 354, 370, 568]",[],"[255, 179, 217]"
967,VII,1,967,661,Facial motor nucleus,"[997, 8, 343, 1065, 354, 370, 661]","[112905828, 691663206, 687527945, 10, 12, 688152367, 184527634, 167587189, 114512891]","[255, 179, 217]"
968,ACVII,1,968,576,Accessory facial motor nucleus,"[997, 8, 343, 1065, 354, 370, 576]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 167587189]","[255, 179, 217]"
969,EV,1,969,640,Efferent vestibular nucleus,"[997, 8, 343, 1065, 354, 370, 640]",[],"[255, 179, 217]"
970,AMB,1,970,135,Nucleus ambiguus,"[997, 8, 343, 1065, 354, 370, 135]","[112905828, 691663206, 687527945, 10, 12, 688152367, 184527634, 167587189, 112905813]","[255, 179, 217]"
971,AMBd,1,971,939,"Nucleus ambiguus, dorsal division","[997, 8, 343, 1065, 354, 370, 135, 939]","[184527634, 12, 691663206]","[255, 179, 217]"
972,AMBv,1,972,143,"Nucleus ambiguus, ventral division","[997, 8, 343, 1065, 354, 370, 135, 143]","[184527634, 12, 691663206]","[255, 179, 217]"
973,DMX,1,973,839,Dorsal motor nucleus of the vagus nerve,"[997, 8, 343, 1065, 354, 370, 839]","[112905828, 691663206, 687527945, 10, 12, 688152367, 184527634, 167587189, 114512891]","[255, 179, 217]"
974,ECO,1,974,887,Efferent cochlear group,"[997, 8, 343, 1065, 354, 370, 887]",[],"[255, 179, 217]"
975,GRN,1,975,1048,Gigantocellular reticular nucleus,"[997, 8, 343, 1065, 354, 370, 1048]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 112905813, 167587189, 114512891, 114512892]","[255, 179, 217]"
976,ICB,1,976,372,Infracerebellar nucleus,"[997, 8, 343, 1065, 354, 370, 372]","[112905828, 691663206, 687527945, 688152367, 184527634, 167587189]","[255, 179, 217]"
977,IO,1,977,83,Inferior olivary complex,"[997, 8, 343, 1065, 354, 370, 83]","[112905828, 691663206, 687527945, 10, 12, 688152367, 184527634, 167587189, 114512891]","[255, 179, 217]"
978,IRN,1,978,136,Intermediate reticular nucleus,"[997, 8, 343, 1065, 354, 370, 136]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 112905813, 167587189, 114512891, 114512892]","[255, 179, 217]"
979,ISN,1,979,106,Inferior salivatory nucleus,"[997, 8, 343, 1065, 354, 370, 106]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 167587189]","[255, 179, 217]"
980,LIN,1,980,203,Linear nucleus of the medulla,"[997, 8, 343, 1065, 354, 370, 203]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 167587189]","[255, 179, 217]"
981,LRN,1,981,235,Lateral reticular nucleus,"[997, 8, 343, 1065, 354, 370, 235]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 167587189, 114512891]","[255, 179, 217]"
982,LRNm,1,982,955,"Lateral reticular nucleus, magnocellular part","[997, 8, 343, 1065, 354, 370, 235, 955]","[184527634, 12, 691663206]","[255, 179, 217]"
983,LRNp,1,983,963,"Lateral reticular nucleus, parvicellular part","[997, 8, 343, 1065, 354, 370, 235, 963]","[184527634, 12, 691663206]","[255, 179, 217]"
984,MARN,1,984,307,Magnocellular reticular nucleus,"[997, 8, 343, 1065, 354, 370, 307]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 167587189, 114512891]","[255, 179, 217]"
985,MDRN,1,985,395,Medullary reticular nucleus,"[997, 8, 343, 1065, 354, 370, 395]","[112905828, 691663206, 12, 688152367, 184527634, 167587189, 112905813, 114512891, 114512892]","[255, 179, 217]"
986,MDRNd,1,986,1098,"Medullary reticular nucleus, dorsal part","[997, 8, 343, 1065, 354, 370, 395, 1098]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 167587189]","[255, 179, 217]"
987,MDRNv,1,987,1107,"Medullary reticular nucleus, ventral part","[997, 8, 343, 1065, 354, 370, 395, 1107]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 112905813, 167587189, 114512892]","[255, 179, 217]"
988,PARN,1,988,852,Parvicellular reticular nucleus,"[997, 8, 343, 1065, 354, 370, 852]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 167587189, 114512891]","[255, 179, 217]"
989,PAS,1,989,859,Parasolitary nucleus,"[997, 8, 343, 1065, 354, 370, 859]","[691663206, 687527945, 12, 688152367, 184527634, 167587189]","[255, 179, 217]"
990,PGRN,1,990,938,Paragigantocellular reticular nucleus,"[997, 8, 343, 1065, 354, 370, 938]","[112905828, 691663206, 12, 184527634, 114512891]","[255, 179, 217]"
991,PGRNd,1,991,970,"Paragigantocellular reticular nucleus, dorsal part","[997, 8, 343, 1065, 354, 370, 938, 970]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 167587189]","[255, 179, 217]"
992,PGRNl,1,992,978,"Paragigantocellular reticular nucleus, lateral part","[997, 8, 343, 1065, 354, 370, 938, 978]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 167587189, 114512891]","[255, 179, 217]"
993,PHY,1,993,154,Perihypoglossal nuclei,"[997, 8, 343, 1065, 354, 370, 154]","[112905828, 691663206, 12, 184527634, 114512891]","[255, 179, 217]"
994,NIS,1,994,161,Nucleus intercalatus,"[997, 8, 343, 1065, 354, 370, 154, 161]",[],"[255, 179, 217]"
995,NR,1,995,177,Nucleus of Roller,"[997, 8, 343, 1065, 354, 370, 154, 177]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 167587189]","[255, 179, 217]"
996,PRP,1,996,169,Nucleus prepositus,"[997, 8, 343, 1065, 354, 370, 154, 169]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 167587189, 114512891]","[255, 179, 217]"
997,PMR,1,997,995,Paramedian reticular nucleus,"[997, 8, 343, 1065, 354, 370, 995]",[],"[255, 179, 217]"
998,PPY,1,998,1069,Parapyramidal nucleus,"[997, 8, 343, 1065, 354, 370, 1069]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 167587189]","[255, 179, 217]"
999,PPYd,1,999,185,"Parapyramidal nucleus, deep part","[997, 8, 343, 1065, 354, 370, 1069, 185]",[],"[255, 179, 217]"
1000,PPYs,1,1000,193,"Parapyramidal nucleus, superficial part","[997, 8, 343, 1065, 354, 370, 1069, 193]",[],"[255, 179, 217]"
1001,VNC,1,1001,701,Vestibular nuclei,"[997, 8, 343, 1065, 354, 370, 701]","[112905828, 691663206, 12, 184527634, 114512891]","[255, 179, 217]"
1002,LAV,1,1002,209,Lateral vestibular nucleus,"[997, 8, 343, 1065, 354, 370, 701, 209]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 167587189]","[255, 179, 217]"
1003,MV,1,1003,202,Medial vestibular nucleus,"[997, 8, 343, 1065, 354, 370, 701, 202]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 167587189, 114512891]","[255, 179, 217]"
1004,SPIV,1,1004,225,Spinal vestibular nucleus,"[997, 8, 343, 1065, 354, 370, 701, 225]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 167587189, 114512891]","[255, 179, 217]"
1005,SUV,1,1005,217,Superior vestibular nucleus,"[997, 8, 343, 1065, 354, 370, 701, 217]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 167587189]","[255, 179, 217]"
1006,x,1,1006,765,Nucleus x,"[997, 8, 343, 1065, 354, 370, 765]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 167587189]","[255, 179, 217]"
1007,XII,1,1007,773,Hypoglossal nucleus,"[997, 8, 343, 1065, 354, 370, 773]","[112905828, 691663206, 687527945, 10, 12, 688152367, 184527634, 167587189, 114512891]","[255, 179, 217]"
1008,y,1,1008,781,Nucleus y,"[997, 8, 343, 1065, 354, 370, 781]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 167587189]","[255, 179, 217]"
1009,INV,1,1009,76,Interstitial nucleus of the vestibular nerve,"[997, 8, 343, 1065, 354, 370, 76]",[],"[255, 179, 217]"
1010,MY-sat,1,1010,379,"Medulla, behavioral state related","[997, 8, 343, 1065, 354, 379]","[3, 112905828, 691663206, 12, 184527634, 114512891]","[255, 198, 226]"
1011,RM,1,1011,206,Nucleus raphe magnus,"[997, 8, 343, 1065, 354, 379, 206]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 167587189]","[255, 198, 226]"
1012,RPA,1,1012,230,Nucleus raphe pallidus,"[997, 8, 343, 1065, 354, 379, 230]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 167587189]","[255, 198, 226]"
1013,RO,1,1013,222,Nucleus raphe obscurus,"[997, 8, 343, 1065, 354, 379, 222]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 167587189, 114512891]","[255, 198, 226]"
1014,CB,1,1014,512,Cerebellum,"[997, 8, 512]","[2, 112905828, 691663206, 12, 184527634, 112905813, 687527670, 114512891, 114512892]","[240, 240, 128]"
1015,CBX,1,1015,528,Cerebellar cortex,"[997, 8, 512, 528]","[112905828, 691663206, 12, 184527634, 112905813, 114512891, 114512892]","[240, 240, 128]"
1016,CBXmo,1,1016,1144,"Cerebellar cortex, molecular layer","[997, 8, 512, 528, 1144]",[],"[255, 252, 145]"
1017,CBXpu,1,1017,1145,"Cerebellar cortex, Purkinje layer","[997, 8, 512, 528, 1145]",[10],"[255, 252, 145]"
1018,CBXgr,1,1018,1143,"Cerebellar cortex, granular layer","[997, 8, 512, 528, 1143]",[10],"[236, 231, 84]"
1019,VERM,1,1019,645,Vermal regions,"[997, 8, 512, 528, 645]","[3, 112905828, 691663206, 12, 184527634, 112905813, 114512891, 114512892]","[255, 252, 145]"
1020,LING,1,1020,912,Lingula (I),"[997, 8, 512, 528, 645, 912]","[112905828, 691663206, 687527945, 12, 688152368, 184527634, 167587189]","[255, 252, 145]"
1021,LINGmo,1,1021,10707,"Lingula (I), molecular layer","[997, 8, 512, 528, 645, 912, 10707]",[12],"[255, 252, 145]"
1022,LINGpu,1,1022,10706,"Lingula (I), Purkinje layer","[997, 8, 512, 528, 645, 912, 10706]",[],"[255, 252, 145]"
1023,LINGgr,1,1023,10705,"Lingula (I), granular layer","[997, 8, 512, 528, 645, 912, 10705]",[12],"[236, 231, 84]"
1024,CENT,1,1024,920,Central lobule,"[997, 8, 512, 528, 645, 920]","[112905828, 691663206, 687527945, 12, 688152368, 184527634, 167587189, 112905813, 114512891]","[255, 252, 145]"
1025,CENT2,1,1025,976,Lobule II,"[997, 8, 512, 528, 645, 920, 976]","[184527634, 12, 691663206]","[255, 252, 145]"
1026,CENT2mo,1,1026,10710,"Lobule II, molecular layer","[997, 8, 512, 528, 645, 920, 976, 10710]",[12],"[255, 252, 145]"
1027,CENT2pu,1,1027,10709,"Lobule II, Purkinje layer","[997, 8, 512, 528, 645, 920, 976, 10709]",[],"[255, 252, 145]"
1028,CENT2gr,1,1028,10708,"Lobule II, granular layer","[997, 8, 512, 528, 645, 920, 976, 10708]",[12],"[236, 231, 84]"
1029,CENT3,1,1029,984,Lobule III,"[997, 8, 512, 528, 645, 920, 984]","[184527634, 12, 112905813, 691663206]","[255, 252, 145]"
1030,CENT3mo,1,1030,10713,"Lobule III, molecular layer","[997, 8, 512, 528, 645, 920, 984, 10713]",[12],"[255, 252, 145]"
1031,CENT3pu,1,1031,10712,"Lobule III, Purkinje layer","[997, 8, 512, 528, 645, 920, 984, 10712]",[],"[255, 252, 145]"
1032,CENT3gr,1,1032,10711,"Lobule III, granular layer","[997, 8, 512, 528, 645, 920, 984, 10711]",[12],"[236, 231, 84]"
1033,CUL,1,1033,928,Culmen,"[997, 8, 512, 528, 645, 928]","[112905828, 691663206, 687527945, 12, 688152368, 184527634, 167587189, 112905813, 114512891, 114512892]","[255, 252, 145]"
1034,CUL4,1,1034,992,Lobule IV,"[997, 8, 512, 528, 645, 928, 992]",[],"[255, 252, 145]"
1035,CUL4mo,1,1035,10716,"Lobule IV, molecular layer","[997, 8, 512, 528, 645, 928, 992, 10716]",[],"[255, 252, 145]"
1036,CUL4pu,1,1036,10715,"Lobule IV, Purkinje layer","[997, 8, 512, 528, 645, 928, 992, 10715]",[],"[255, 252, 145]"
1037,CUL4gr,1,1037,10714,"Lobule IV, granular layer","[997, 8, 512, 528, 645, 928, 992, 10714]",[],"[236, 231, 84]"
1038,CUL5,1,1038,1001,Lobule V,"[997, 8, 512, 528, 645, 928, 1001]",[],"[255, 252, 145]"
1039,CUL5mo,1,1039,10719,"Lobule V, molecular layer","[997, 8, 512, 528, 645, 928, 1001, 10719]",[],"[255, 252, 145]"
1040,CUL5pu,1,1040,10718,"Lobule V, Purkinje layer","[997, 8, 512, 528, 645, 928, 1001, 10718]",[],"[255, 252, 145]"
1041,CUL5gr,1,1041,10717,"Lobule V, granular layer","[997, 8, 512, 528, 645, 928, 1001, 10717]",[],"[236, 231, 84]"
1042,"CUL4, 5",1,1042,1091,Lobules IV-V,"[997, 8, 512, 528, 645, 928, 1091]","[691663206, 12, 184527634, 112905813, 114512892]","[255, 252, 145]"
1043,"CUL4, 5mo",1,1043,10722,"Lobules IV-V, molecular layer","[997, 8, 512, 528, 645, 928, 1091, 10722]",[12],"[255, 252, 145]"
1044,"CUL4, 5pu",1,1044,10721,"Lobules IV-V, Purkinje layer","[997, 8, 512, 528, 645, 928, 1091, 10721]",[],"[255, 252, 145]"
1045,"CUL4, 5gr",1,1045,10720,"Lobules IV-V, granular layer","[997, 8, 512, 528, 645, 928, 1091, 10720]",[12],"[236, 231, 84]"
1046,DEC,1,1046,936,Declive (VI),"[997, 8, 512, 528, 645, 936]","[112905828, 691663206, 687527945, 12, 688152368, 184527634, 167587189]","[255, 252, 145]"
1047,DECmo,1,1047,10725,"Declive (VI), molecular layer","[997, 8, 512, 528, 645, 936, 10725]",[12],"[255, 252, 145]"
1048,DECpu,1,1048,10724,"Declive (VI), Purkinje layer","[997, 8, 512, 528, 645, 936, 10724]",[],"[255, 252, 145]"
1049,DECgr,1,1049,10723,"Declive (VI), granular layer","[997, 8, 512, 528, 645, 936, 10723]",[12],"[236, 231, 84]"
1050,FOTU,1,1050,944,Folium-tuber vermis (VII),"[997, 8, 512, 528, 645, 944]","[112905828, 691663206, 687527945, 12, 688152368, 184527634, 167587189]","[255, 252, 145]"
1051,FOTUmo,1,1051,10728,"Folium-tuber vermis (VII), molecular layer","[997, 8, 512, 528, 645, 944, 10728]",[12],"[255, 252, 145]"
1052,FOTUpu,1,1052,10727,"Folium-tuber vermis (VII), Purkinje layer","[997, 8, 512, 528, 645, 944, 10727]",[],"[255, 252, 145]"
1053,FOTUgr,1,1053,10726,"Folium-tuber vermis (VII), granular layer","[997, 8, 512, 528, 645, 944, 10726]",[12],"[236, 231, 84]"
1054,PYR,1,1054,951,Pyramus (VIII),"[997, 8, 512, 528, 645, 951]","[112905828, 691663206, 687527945, 12, 688152368, 184527634, 167587189, 114512891]","[255, 252, 145]"
1055,PYRmo,1,1055,10731,"Pyramus (VIII), molecular layer","[997, 8, 512, 528, 645, 951, 10731]",[12],"[255, 252, 145]"
1056,PYRpu,1,1056,10730,"Pyramus (VIII), Purkinje layer","[997, 8, 512, 528, 645, 951, 10730]",[],"[255, 252, 145]"
1057,PYRgr,1,1057,10729,"Pyramus (VIII), granular layer","[997, 8, 512, 528, 645, 951, 10729]",[12],"[236, 231, 84]"
1058,UVU,1,1058,957,Uvula (IX),"[997, 8, 512, 528, 645, 957]","[112905828, 691663206, 687527945, 12, 688152368, 184527634, 167587189]","[255, 252, 145]"
1059,UVUmo,1,1059,10734,"Uvula (IX), molecular layer","[997, 8, 512, 528, 645, 957, 10734]",[12],"[255, 252, 145]"
1060,UVUpu,1,1060,10733,"Uvula (IX), Purkinje layer","[997, 8, 512, 528, 645, 957, 10733]",[],"[255, 252, 145]"
1061,UVUgr,1,1061,10732,"Uvula (IX), granular layer","[997, 8, 512, 528, 645, 957, 10732]",[12],"[236, 231, 84]"
1062,NOD,1,1062,968,Nodulus (X),"[997, 8, 512, 528, 645, 968]","[112905828, 691663206, 687527945, 12, 688152368, 184527634, 167587189, 114512891]","[255, 252, 145]"
1063,NODmo,1,1063,10737,"Nodulus (X), molecular layer","[997, 8, 512, 528, 645, 968, 10737]",[12],"[255, 252, 145]"
1064,NODpu,1,1064,10736,"Nodulus (X), Purkinje layer","[997, 8, 512, 528, 645, 968, 10736]",[],"[255, 252, 145]"
1065,NODgr,1,1065,10735,"Nodulus (X), granular layer","[997, 8, 512, 528, 645, 968, 10735]",[12],"[236, 231, 84]"
1066,HEM,1,1066,1073,Hemispheric regions,"[997, 8, 512, 528, 1073]","[3, 112905828, 691663206, 12, 184527634, 114512891]","[255, 252, 145]"
1067,SIM,1,1067,1007,Simple lobule,"[997, 8, 512, 528, 1073, 1007]","[112905828, 691663206, 687527945, 12, 688152368, 184527634, 167587189, 114512891]","[255, 252, 145]"
1068,SIMmo,1,1068,10674,"Simple lobule, molecular layer","[997, 8, 512, 528, 1073, 1007, 10674]",[12],"[255, 252, 145]"
1069,SIMpu,1,1069,10673,"Simple lobule, Purkinje layer","[997, 8, 512, 528, 1073, 1007, 10673]",[],"[255, 252, 145]"
1070,SIMgr,1,1070,10672,"Simple lobule, granular layer","[997, 8, 512, 528, 1073, 1007, 10672]",[12],"[236, 231, 84]"
1071,AN,1,1071,1017,Ansiform lobule,"[997, 8, 512, 528, 1073, 1017]","[112905828, 691663206, 687527945, 12, 688152368, 184527634, 167587189, 114512891]","[255, 252, 145]"
1072,ANcr1,1,1072,1056,Crus 1,"[997, 8, 512, 528, 1073, 1017, 1056]","[184527634, 12, 691663206]","[255, 252, 145]"
1073,ANcr1mo,1,1073,10677,"Crus 1, molecular layer","[997, 8, 512, 528, 1073, 1017, 1056, 10677]",[12],"[255, 252, 145]"
1074,ANcr1pu,1,1074,10676,"Crus 1, Purkinje layer","[997, 8, 512, 528, 1073, 1017, 1056, 10676]",[],"[255, 252, 145]"
1075,ANcr1gr,1,1075,10675,"Crus 1, granular layer","[997, 8, 512, 528, 1073, 1017, 1056, 10675]",[12],"[236, 231, 84]"
1076,ANcr2,1,1076,1064,Crus 2,"[997, 8, 512, 528, 1073, 1017, 1064]","[184527634, 12, 691663206]","[255, 252, 145]"
1077,ANcr2mo,1,1077,10680,"Crus 2, molecular layer","[997, 8, 512, 528, 1073, 1017, 1064, 10680]",[12],"[255, 252, 145]"
1078,ANcr2pu,1,1078,10679,"Crus 2, Purkinje layer","[997, 8, 512, 528, 1073, 1017, 1064, 10679]",[],"[255, 252, 145]"
1079,ANcr2gr,1,1079,10678,"Crus 2, granular layer","[997, 8, 512, 528, 1073, 1017, 1064, 10678]",[12],"[236, 231, 84]"
1080,PRM,1,1080,1025,Paramedian lobule,"[997, 8, 512, 528, 1073, 1025]","[112905828, 691663206, 687527945, 12, 688152368, 184527634, 167587189, 114512891]","[255, 252, 145]"
1081,PRMmo,1,1081,10683,"Paramedian lobule, molecular layer","[997, 8, 512, 528, 1073, 1025, 10683]",[12],"[255, 252, 145]"
1082,PRMpu,1,1082,10682,"Paramedian lobule, Purkinje layer","[997, 8, 512, 528, 1073, 1025, 10682]",[],"[255, 252, 145]"
1083,PRMgr,1,1083,10681,"Paramedian lobule, granular layer","[997, 8, 512, 528, 1073, 1025, 10681]",[12],"[236, 231, 84]"
1084,COPY,1,1084,1033,Copula pyramidis,"[997, 8, 512, 528, 1073, 1033]","[112905828, 691663206, 687527945, 12, 688152368, 184527634, 167587189, 114512891]","[255, 252, 145]"
1085,COPYmo,1,1085,10686,"Copula pyramidis, molecular layer","[997, 8, 512, 528, 1073, 1033, 10686]",[12],"[255, 252, 145]"
1086,COPYpu,1,1086,10685,"Copula pyramidis, Purkinje layer","[997, 8, 512, 528, 1073, 1033, 10685]",[],"[255, 252, 145]"
1087,COPYgr,1,1087,10684,"Copula pyramidis, granular layer","[997, 8, 512, 528, 1073, 1033, 10684]",[12],"[236, 231, 84]"
1088,PFL,1,1088,1041,Paraflocculus,"[997, 8, 512, 528, 1073, 1041]","[112905828, 691663206, 687527945, 12, 688152368, 184527634, 167587189, 114512891]","[255, 252, 145]"
1089,PFLmo,1,1089,10689,"Paraflocculus, molecular layer","[997, 8, 512, 528, 1073, 1041, 10689]",[12],"[255, 252, 145]"
1090,PFLpu,1,1090,10688,"Paraflocculus, Purkinje layer","[997, 8, 512, 528, 1073, 1041, 10688]",[],"[255, 252, 145]"
1091,PFLgr,1,1091,10687,"Paraflocculus, granular layer","[997, 8, 512, 528, 1073, 1041, 10687]",[12],"[236, 231, 84]"
1092,FL,1,1092,1049,Flocculus,"[997, 8, 512, 528, 1073, 1049]","[112905828, 691663206, 687527945, 12, 688152368, 184527634, 167587189, 114512891]","[255, 252, 145]"
1093,FLmo,1,1093,10692,"Flocculus, molecular layer","[997, 8, 512, 528, 1073, 1049, 10692]",[12],"[255, 252, 145]"
1094,FLpu,1,1094,10691,"Flocculus, Purkinje layer","[997, 8, 512, 528, 1073, 1049, 10691]",[],"[255, 252, 145]"
1095,FLgr,1,1095,10690,"Flocculus, granular layer","[997, 8, 512, 528, 1073, 1049, 10690]",[12],"[236, 231, 84]"
1096,CBN,1,1096,519,Cerebellar nuclei,"[997, 8, 512, 519]","[3, 112905828, 691663206, 10, 12, 184527634, 114512891]","[240, 240, 128]"
1097,FN,1,1097,989,Fastigial nucleus,"[997, 8, 512, 519, 989]","[112905828, 691663206, 687527945, 12, 688152368, 184527634, 167587189, 114512891]","[255, 253, 188]"
1098,IP,1,1098,91,Interposed nucleus,"[997, 8, 512, 519, 91]","[112905828, 691663206, 687527945, 12, 688152368, 184527634, 167587189, 114512891]","[255, 253, 188]"
1099,DN,1,1099,846,Dentate nucleus,"[997, 8, 512, 519, 846]","[112905828, 691663206, 687527945, 12, 688152368, 184527634, 167587189, 114512891]","[255, 253, 188]"
1100,VeCB,1,1100,589508455,Vestibulocerebellar nucleus,"[997, 8, 512, 519, 589508455]","[112905828, 691663206, 688152368, 184527634, 167587189]","[255, 253, 188]"
1101,fiber tracts,1,1101,1009,fiber tracts,"[997, 1009]","[687527945, 184527634, 167587189, 691663206]","[204, 204, 204]"
1102,cm,1,1102,967,cranial nerves,"[997, 1009, 967]","[184527634, 691663206]","[204, 204, 204]"
1103,tn,1,1103,885,terminal nerve,"[997, 1009, 967, 885]",[],"[204, 204, 204]"
1104,von,1,1104,949,vomeronasal nerve,"[997, 1009, 967, 949]","[184527634, 691663206]","[204, 204, 204]"
1105,In,1,1105,840,olfactory nerve,"[997, 1009, 967, 840]","[184527634, 691663206]","[204, 204, 204]"
1106,onl,1,1106,1016,olfactory nerve layer of main olfactory bulb,"[997, 1009, 967, 840, 1016]","[10, 184527634, 691663206]","[204, 204, 204]"
1107,lotg,1,1107,21,"lateral olfactory tract, general","[997, 1009, 967, 840, 21]","[184527634, 691663206]","[204, 204, 204]"
1108,lot,1,1108,665,"lateral olfactory tract, body","[997, 1009, 967, 840, 21, 665]","[184527634, 691663206]","[204, 204, 204]"
1109,lotd,1,1109,538,dorsal limb,"[997, 1009, 967, 840, 21, 538]","[184527634, 691663206]","[204, 204, 204]"
1110,aolt,1,1110,459,accessory olfactory tract,"[997, 1009, 967, 840, 21, 459]",[],"[204, 204, 204]"
1111,aco,1,1111,900,"anterior commissure, olfactory limb","[997, 1009, 967, 840, 900]","[184527634, 691663206]","[204, 204, 204]"
1112,IIn,1,1112,848,optic nerve,"[997, 1009, 967, 848]","[184527634, 691663206]","[204, 204, 204]"
